State,2008_Avg_ZHVI,2009_Avg_ZHVI,2010_Avg_ZHVI,2011_Avg_ZHVI,2012_Avg_ZHVI,2013_Avg_ZHVI,2014_Avg_ZHVI,2015_Avg_ZHVI,2016_Avg_ZHVI,2017_Avg_ZHVI,2018_Avg_ZHVI,2019_Avg_ZHVI,2008_Avg_MSR,2009_Avg_MSR,2010_Avg_MSR,2011_Avg_MSR,2012_Avg_MSR,2013_Avg_MSR,2014_Avg_MSR,2015_Avg_MSR,2016_Avg_MSR,2017_Avg_MSR,2018_Avg_MSR,2019_Avg_MSR,2008_Avg_NS,2009_Avg_NS,2010_Avg_NS,2011_Avg_NS,2012_Avg_NS,2013_Avg_NS,2014_Avg_NS,2015_Avg_NS,2016_Avg_NS,2017_Avg_NS,2018_Avg_NS,2019_Avg_NS,2008_Avg_FR,2009_Avg_FR,2010_Avg_FR,2011_Avg_FR,2012_Avg_FR,2013_Avg_FR,2014_Avg_FR,2015_Avg_FR,2016_Avg_FR,2017_Avg_FR,2018_Avg_FR,2019_Avg_FR,State Name,%Increase/Decrease_ZHVI,%Increase/Decrease_MSR,%Increase/Decrease_NS,%Increase/Decrease_FR,Lat,Lng
ND,134917.45118871646,134971.880860096,134141.32962962962,131628.86806249307,137667.46532921813,152007.810842077,155455.85777777777,156547.1378799102,161123.08373842592,161621.08998690612,163702.75802469134,166723.47542087536,158636.0,160434.99999999997,159603.33333333334,166367.59259259258,192223.03030303027,205441.66666666663,220154.54545454544,235670.37037037036,233064.58333333334,232470.83333333334,232097.22222222222,231134.58333333334,1.721107266435989,1.697126436781608,1.7077586206896531,1.5692528735632165,1.9885057471264398,1.9979885057471278,1.991091954022993,1.8390804597701167,1.955459770114946,2.0701149425287375,2.092241379310349,2.0640013434841036,0.0069216831683168315,0.014244852941176467,0.016597712418300655,0.014040686274509806,0.009399264705882353,0.008777532679738563,0.00629640522875817,0.010609722222222222,0.009295751633986927,0.01236454248366013,0.011735702614379085,0.01777799642079054,North Dakota,23.574433071426814,45.701217462198585,19.922876611762153,156.84498970087463,47.5514926,-101.0020119
NE,134447.00216619315,133258.0793350168,132069.09909048784,128367.3405765694,127995.43943661965,130834.78515553723,132531.22970885318,134705.21010942763,137373.73330389507,142928.25436542564,151398.246655032,158770.77740758372,136374.81481481483,133968.98148148146,133083.61111111112,134277.1818181818,137831.95286195286,144413.94444444447,146436.48989898988,154448.4068627451,165584.77693602693,170639.64030549393,181409.34959349592,194931.3550135501,2.90400763358778,3.0906488549618287,2.703721374045793,2.6956106870228966,3.0198791348600476,3.3051844783714968,3.3813613231552098,3.771469465648849,4.015903307888042,4.184160305343519,4.2714694656488605,4.046341275348905,0.01004566037735849,0.012587945492662473,0.021362054507337535,0.022604192872117408,0.02306834381551363,0.024178301886792465,0.010284958071278827,0.008450890985324947,0.008237526205450731,0.006114203354297695,0.004571855345911951,0.004518185992902975,Nebraska,18.091720045437214,42.93794296127916,39.33645451027344,-55.02350444689198,41.4925374,-99.9018131
NH,257838.88125862958,240007.57385057473,233480.32634164783,229944.47204066822,223986.514319117,230441.82913765882,237634.43805272097,244674.07083934575,252459.55072285567,264382.5729003652,279610.30086071976,289440.7702375872,250793.33333333334,221176.65343915345,227383.33333333334,221909.1666666667,229158.7606837607,233935.25641025644,231655.29513888893,240888.3333333333,243677.84679089024,264679.7003284073,278960.0574712644,294025.4231974922,4.122175732217575,4.438284518828446,4.512203626220363,4.4194560669456076,4.175034867503485,5.364714086471398,5.531729428172945,6.197001394700135,6.982914923291491,8.335062240663898,7.801175656984779,7.629508930442541,0.011347720207253886,0.00812171848013817,0.006180354058721935,0.004657685664939551,0.0019717616580310878,0.001688471502590674,0.0025306563039723664,0.01320911053540588,0.014658117443868737,0.015927393162393163,0.01048803418803419,0.00532636802086802,New Hampshire,12.25644822250793,17.23813360170081,85.08451424845379,-53.06221933932416,43.1938516,-71.5723953
NJ,420846.9920241569,391781.0853284353,380716.9774801001,361595.3270812606,349549.4879058069,354848.0345491051,366802.3740863605,368908.89678915695,370147.75251576444,376508.5403514737,389347.7282539684,394467.3093795095,359220.29850746266,328069.6696696697,326962.15367965365,305550.6117353307,286684.9091360028,296716.9764875647,312051.6534391533,316478.08562469267,327699.08550630376,334873.84411610063,347126.23587570636,359175.05392912176,11.521478873239424,10.423611111111112,10.194103911266787,9.587273788674853,10.409819347319347,12.994997091332174,12.984147760325762,15.618713956170685,17.702677029360988,21.019158075601382,22.34317460317461,21.234598241264923,0.022433666026871392,0.028511034098151696,0.028424252544529283,0.019597439567430038,0.008597047619047622,0.007831305449936635,0.015354974651457553,0.024189378531073436,0.030919552005012486,0.0275708348909657,0.03416010267303942,0.02623427398654631,New Jersey,-6.26823599659546,-0.01259521762241556,84.30444975762491,16.941537576259226,40.0583238,-74.4056612
NM,216786.4337453482,203819.22499999998,199047.54726702507,185492.52944559467,181806.5362671239,181872.02439574312,181819.08753761015,177093.50677024285,179636.44255843954,184753.32578405022,189075.21818996413,197807.6436950146,218761.81818181818,206981.06060606064,204165.90909090915,187377.21445221442,182695.42483660133,184309.59595959593,184841.36904761908,185074.48593073594,195443.40277777778,196105.54487179487,207110.89743589744,219729.1958041958,5.162007168458776,4.744324970131416,5.105357142857136,4.562797619047608,5.586309523809519,6.231249999999993,6.217857142857136,6.834689035756644,7.57858837485174,8.745551601423495,9.175860023724809,8.308157579865766,0.006151344537815125,0.007788795518207283,0.010091875000000002,0.024163402777777784,0.029535208333333333,0.02518750000000001,0.01360076388888889,0.0073036894923258575,0.005344628099173556,0.005819903581267219,0.003959986225895318,0.0015347952667167544,New Mexico,-8.754602270281984,0.44220587962640334,60.948199193344756,-75.04943419635062,34.5199402,-105.8700901
NV,321440.86765099975,246297.39943011905,223295.2380952381,203158.48340040245,201760.42290715373,214414.43651384162,236529.6180555555,248118.77922705322,264579.0427536233,284029.57047166576,314971.38912429364,330680.68489984586,220221.6,151910.37301587305,136541.40624999997,125678.4761904762,136774.30735930733,169676.30734427614,194464.0,214772.49721526031,228564.52203269367,258868.9604377104,295045.37037037034,310817.2916666667,14.95681818181818,22.89113181504486,20.7705314009662,24.26115023474178,25.076631701631715,24.34606481481482,23.70578231292518,25.57464285714287,40.64493670886076,33.278993640104744,33.182004089979536,31.724241317646225,0.22419373831775707,0.31250940792246096,0.25280103244837754,0.2676325722425721,0.15460637254901963,0.042871805555555566,0.05252206736353078,0.043326077097505675,0.029332313432835818,0.020665008783487048,0.008341906474820141,0.017415042667164968,Nevada,2.8744998470070473,41.13842223772177,112.10554900112963,-92.23214582269819,38.8026097,-116.419389
NY,278298.55731079594,268552.7671849386,263891.1274578638,259738.73591239375,255804.06193818792,260552.21473779675,271670.38169286656,280099.1939719854,286061.26184395264,295582.1562857511,308107.50886752125,314999.33871794835,273470.07575757575,259575.55921052617,258536.3258377425,253600.81322969956,279393.1414644785,307826.1965403375,310570.90509962855,318342.92672572925,336656.70922298054,351428.2513380821,370872.37715803453,383284.862311217,5.256516368128491,4.722239368998622,5.180190274239308,4.86436045038194,5.271778042959437,6.1756609024050935,6.409271391701416,7.242737835875101,8.208927351809924,8.717367693522904,8.456633155923527,7.898246078308259,0.011726146025878001,0.015756625115420128,0.01768675840978594,0.010420210815765368,0.003593431102963645,0.0023135578979529485,0.0032458165445665445,0.005731759089985782,0.0065830517503805185,0.007221933028919335,0.005716362530413629,0.0044486117211551355,New York,13.187557191022742,40.15605226620453,50.256282396402376,-62.06245674122036,40.7127753,-74.0059728
OH,133636.92969478783,127641.59554287276,124746.58243955928,119969.7613055271,117288.57211362703,117750.37590538112,119734.69351519857,123055.84709857599,126759.54369837629,133836.7670558414,140916.20989176587,147630.46773530592,145106.06382978722,136363.8933812519,138183.7904911181,130781.53416884902,130371.74886380497,134248.09198587603,138321.93501984127,143415.56209291008,148631.39237320953,152014.1548180215,161589.4814814814,169543.21936828602,8.96979041194895,7.981746700365062,7.66868347338936,7.747716676628823,8.425849345586197,9.915544472152966,10.063330564784069,11.517962069506561,12.567061276152197,13.382092198581608,13.638920686835636,14.596615147005782,0.05159676643990928,0.05649998414208693,0.06420447817836805,0.06115921736588875,0.05295914624568018,0.07116046704154962,0.04717672440699121,0.0443126310849015,0.03591059558720841,0.03355606967464698,0.02766268169273222,0.023276558889156102,Ohio,10.471310641809719,16.840892029959655,62.730838477130476,-54.88756273852066,40.4172871,-82.90712300000001
OK,91234.20275377005,91641.62529230966,92305.83128507296,90900.6055829679,91799.83403479238,94012.01016595667,97059.87667479395,99712.92309528214,102466.1468232024,105080.47260085629,108765.57031249994,112540.39910468324,124284.61538461539,124705.59964726631,129104.09126984126,127293.25980392158,125343.64035087719,127317.02657807304,133354.85309017223,139672.8758169935,145645.07575757577,151214.0891053391,154358.4722222222,164780.9393939394,5.114102564102555,4.569845085470087,4.122863247863261,4.322382478632487,5.168002136752137,5.477831196581209,5.75880495968356,5.874334398296072,6.586528221512246,7.154970760233911,7.328271913861078,7.446600502293174,0.01728230113636363,0.015724266098484856,0.01692312973484849,0.017400165719696978,0.019650875946969695,0.022717826704545453,0.015309005918751676,0.01302523540489642,0.016739830508474583,0.016157769953051647,0.02239507089352594,0.018359795385638093,Oklahoma,23.35329920996406,32.583537297840685,45.60913491573543,6.2346688717702765,35.0077519,-97.092877
OR,277968.80847277713,253679.79697243765,239686.22417929297,223073.38590844048,221452.25546058887,235126.52647149333,250320.18160643714,263755.51518800174,286501.07762281917,303051.66033642646,320004.76766748354,331074.7983511588,264053.1746031746,236779.74962922873,227021.14718614708,207190.93834688346,212568.47826086948,234425.52749719424,247804.76530997557,265118.19529045187,293344.18328585004,317185.97337006417,339353.4435261709,353861.88204357604,7.892195121951223,7.785569105691061,7.887185725871859,7.725466342254672,8.975669099756692,10.226074614760742,10.857664233576632,13.52939983779397,14.46731969486823,14.565331715210359,14.059061488673139,13.33227358536826,0.01746872670807453,0.036471454451345815,0.03315812177502579,0.03393467492260061,0.0190407120743034,0.014140299277605779,0.017803586171310636,0.031130779153766795,0.02703713624338627,0.021155941358024698,0.01956188271604939,0.013637356868954089,Oregon,19.105017634948993,34.01159920738241,68.92985258671685,-21.93273673088878,43.8041334,-120.5542012
PA,194189.8866509018,186586.3597008266,182966.63059563903,174480.96025861375,170260.40702445115,171315.46109459735,173318.15192545753,174424.322190844,175179.23831767496,178905.0482123438,185889.69324995304,191196.27142419145,195071.62790697673,187483.9823982398,194441.45006228337,191336.74888419078,187884.1184929961,191293.24242424234,193500.92977924465,196546.2129144851,200839.39091261037,207138.88422591492,215265.8296943232,226449.21865252647,6.175979422239845,5.615376106194708,5.35314169891286,5.206813996316776,5.728326891220338,6.499724061810167,6.635531640912453,7.473952590959223,8.072373081464022,8.500687947165666,8.714713137980482,8.61128077093426,0.026560554035567747,0.029163612059158083,0.03181837767166895,0.036815184049079776,0.029348217529518564,0.03272016110732922,0.0310449625595643,0.031244510537049585,0.03247743999094203,0.028506315015829876,0.02418678531073443,0.023256891244160756,Pennsylvania,-1.541591726706154,16.085163733043064,39.43182420467332,-12.438229966825967,41.2033216,-77.1945247
RI,329324.4408670033,297156.94233378564,290077.36511437903,277716.7156862744,266938.6164215687,272297.74223856215,279519.6270424836,282854.61192810466,294556.29289215675,308268.4591503268,324422.46282679733,331355.28787878796,239850.0,194741.66666666666,209702.0833333333,198717.23356009068,205624.0326340326,213687.79761904763,221651.3888888889,226968.39826839825,239153.47826086957,266645.0,282185.5555555556,289426.3787878787,9.495890410958902,10.364155251141554,10.254566210045667,10.5216894977169,9.890410958904111,11.170091324200916,11.062785388127855,11.956621004566212,14.010273972602736,17.534477427334572,15.93506493506493,15.993118569741958,0.027520000000000006,0.04456330845771144,0.028985696517412934,0.01319365671641791,0.004518532338308457,0.0021620646766169157,0.005736567164179105,0.015515671641791044,0.018341915422885578,0.020684255533199195,0.01906654929577465,0.011376362213686157,Rhode Island,0.6166706019262097,20.669743084377203,68.42147368597277,-58.66147451422182,41.5800945,-71.4774291
SC,170175.3585506224,160558.8859330633,154760.99684633032,146826.75938609845,143731.2931625674,146112.06140304875,150634.6982821637,155673.8910116449,164018.41679610335,171550.68862773015,181361.04736467224,189245.6322196321,164828.24561403508,156301.8452380952,152028.78787878787,146480.05952380953,149688.56060606058,143289.91994412206,147909.44444444447,162577.27084509694,181128.54399372917,183993.7927911333,197886.87943262424,205253.38491295945,10.707726864330631,9.267249103942648,9.251563896336009,9.209111111111108,10.25822222222222,12.593280282935446,12.673500881834224,15.24133751691891,18.449365680615667,20.57362905866648,21.387479270315076,21.8327800930413,0.013597810457516332,0.020758957654723135,0.02053135822510823,0.020227365591397845,0.019255241935483877,0.01653849893162394,0.021314430244941427,0.01954567065956816,0.011959381383973535,0.011668953673641177,0.011769614243323446,0.009438992757160411,South Carolina,11.206248561149255,24.525614010103965,103.89743191685461,-30.584465884043055,33.836081,-81.1637245
SD,156898.70695592283,151443.44563492064,146933.06771771776,146182.5791005291,144129.3067431562,147029.15194444443,149280.72365911418,150171.4836687773,150817.42194444445,155152.63029715768,162397.0229328166,168786.34566596197,,,,,,179030.0,185233.3333333333,193196.03174603175,194346.06481481483,212909.2261904762,226201.04166666666,232561.93181818182,0.7178571428571418,0.8002645502645501,0.7625661375661382,0.8888888888888892,1.1418650793650782,1.6564153439153428,1.4712301587301575,1.2979497354497336,1.524801587301585,1.6706349206349185,1.6937830687830675,1.6250256437003412,0.010391914893617021,0.006361524822695035,0.004503546099290779,0.005205673758865248,0.006606737588652481,0.010035283687943262,0.006502127659574468,0.005656382978723404,0.0011398936170212766,0.0012888297872340423,0.004373404255319149,0.00045454545454545455,South Dakota,7.576632682752899,,126.37173146074439,-95.6259701970361,43.9695148,-99.9018131
TN,131593.6020185222,127362.25014716716,125065.34850146195,121793.27077294691,121162.54305254282,124482.43599312057,128973.50063321389,133698.52015813792,141377.9438635752,150917.89674666835,160939.59553695942,168817.1278686447,162826.72413793104,155411.0769230769,155520.62899786778,149438.87708656225,147743.81014445523,152017.22185135738,155335.51420568227,164097.2804862686,176431.75597890673,191547.12669552668,205826.61111111104,218740.15363155355,12.695010964912276,11.432431693989065,10.980936819172108,10.115212071778135,12.004924771211428,13.490906623235613,14.164902280130276,15.560356174990343,16.75418692598595,17.129237941131144,17.311623516720605,18.28929365312861,0.026363021032504753,0.030301282539682544,0.034216840607210613,0.03034496527777777,0.03080036456926815,0.01776320100819157,0.01323416824196598,0.012179537286612762,0.011966588345864667,0.02078963414634147,0.022978971232020043,0.0213073929931857,Tennessee,28.286729201989004,34.3392215188571,44.06678106602951,-19.176967742375307,35.5174913,-86.5804473
TX,146905.39624215383,143781.67742531016,142257.74238162712,138610.34612683574,139634.05023152134,147456.30037792597,157606.83300555794,167257.1049608401,176284.34312890723,185057.70865862956,194356.2420001866,202165.0509884742,179423.02083333334,176780.56337477523,180525.52128427126,176073.74245901362,181336.49694650582,192460.8780616624,203136.55593242895,215521.23182661505,224985.35659652855,238527.18943709927,251423.04364183597,262126.38909247261,12.235412147505373,11.159127843986958,10.873607573769593,10.870471446521485,12.355310369572992,14.513261648745505,15.038051808706298,16.364422930324746,17.186583200142028,17.921519708361917,18.716967764789207,17.489745948938268,0.039582176870748276,0.04461662893081757,0.051298626029359085,0.047778765682919846,0.04716229743206183,0.03360680856360463,0.023676020281530284,0.018771390736634596,0.013883622173057998,0.0121917682072829,0.009502118540289008,0.009356526734755972,Texas,37.615810010976205,46.094067458580305,42.94366007526913,-76.36176816320943,31.9685988,-99.9018131
UT,231791.7242571824,211118.045427209,199029.82239057234,187460.27594810372,187268.98258750295,206697.6294155427,214883.2070712985,222939.46686949296,237622.01866028702,254587.56670660683,277010.5524376415,295576.0340136054,220922.95454545456,209062.5,200543.64235055732,184363.48290598288,196259.6982758621,215564.6507447354,223770.2821869489,235122.64705882355,253629.56018518517,276173.082166751,305162.9870129871,328099.64580873674,10.244047619047606,9.914172783738012,9.34903449568804,9.902810457516344,11.08772786458334,12.686523437500014,12.731770833333348,14.630815018315035,16.997435897435892,18.58079847908742,18.353061868686872,17.606601458306017,0.009494329268292686,0.02639806637806637,0.027289859437751002,0.027817864271457087,0.026546577380952383,0.02841091269841271,0.023842559523809526,0.010356526854928019,0.007513372093023257,0.006993095238095239,0.0036109375,0.0016683196002230095,Utah,27.51794092771479,48.513153141463505,71.87153079578236,-82.42825213788888,39.3209801,-111.0937311
VA,255999.7862265886,240361.17784647463,236692.83594971974,230402.519028756,228276.30628308066,233481.81282172012,237326.4528446504,239143.26606751868,242362.59341611076,249300.9186621116,257042.35046543897,266200.29703451635,300374.02173913043,284089.7142857142,295145.8220276747,289890.27632886224,285197.3913649481,306871.13526570046,306084.83452640334,305992.1031120455,303736.6522366522,310073.94192799064,322153.8617886179,334251.9812761764,7.9717136150234875,7.9623525812194025,7.57318164138465,7.433488914819132,8.141858141858132,9.140734265734265,9.277680652680633,10.81064376970301,12.113143631436323,12.545489740611705,12.528745644599296,13.620586443495847,0.022558371428571432,0.037019029694264044,0.04506494326241125,0.05324217494089829,0.04521037704033448,0.038619995278564606,0.03160148725212465,0.028039735710927507,0.0377315115185707,0.030153044193699977,0.02610879172543486,0.02448323766579761,Virginia,3.9845778616780394,11.278591717385062,70.86146218081012,8.532824469714276,37.4315734,-78.6568942
VT,217501.12704088294,212238.69899626522,213421.97165300552,216194.94587026726,216710.5815656565,216755.74273989908,215585.7183782267,217010.5693415638,216684.69360511584,219704.98689913316,226766.66193853444,231897.4145712444,,,,,,,,,,,,,1.2564393939393934,1.253787878787879,1.8102904040404046,2.0277777777777777,2.545138888888889,2.831755050505049,2.858901515151516,3.1546717171717162,3.3323863636363655,3.4406565656565675,3.4491792929292915,3.0590782008395654,0.009562567567567567,0.016173986486486495,0.017709346846846847,0.016612950450450456,0.012869106606606612,0.01920195195195196,0.022433483483483497,0.022523723723723733,0.018259647147147146,0.02121276276276277,0.024750600600600615,0.018158094084344076,Vermont,6.618948474531545,,143.47200633754767,89.88722386578604,44.5588028,-72.57784149999999
WA,301549.5660235358,274495.11605876003,262043.948068283,241961.6540721285,235502.20582190217,252028.22601874502,267069.0087761674,286110.8850125012,310317.604785045,339948.75618209766,372878.54279453546,384768.8245095971,282413.4831460674,279376.6916853723,276374.10201149434,252410.64440081883,249188.82492228126,270873.0875884491,284307.1551020408,305052.8682109048,335174.4534996429,379415.89344070945,420331.20915032644,439098.6467617351,9.18409090909091,8.875509016870268,9.033449680046516,9.542915214866419,10.93162020905924,13.463437139561696,13.926182237600905,16.48056511761331,17.88031827851417,18.64142775463534,17.497998856489428,16.95108608753553,0.022404786324786322,0.05045100094764271,0.05575540156361046,0.07037223404255316,0.043784113475177244,0.03232408378541291,0.032046026722925454,0.029853590146750517,0.017864243375174334,0.013905445372303413,0.008824982602644403,0.008299518552660515,Washington,27.59720718005148,55.48076595713681,84.57010340300994,-62.95649316914578,47.7510741,-120.7401385
WI,167285.19275890646,162691.20540580477,159014.6907238519,152998.80109303835,150166.30846176384,154355.1199574607,157832.0790587068,161453.750742445,167181.78952355863,176529.49045901877,186793.08186837967,195379.23111438932,175676.4,158531.4236111111,159815.47404547402,157446.83754454163,152364.81723921243,154492.317746941,161295.0226098192,168228.07456283268,175044.03968253965,185744.53181565017,199949.1959064328,209991.24313308517,7.085468956406873,6.54194187582563,6.2130183413078095,6.086706088480078,7.303503905925366,8.398316717237401,8.471508862948548,9.06201550387597,10.002150537634412,10.63333333333334,10.46863753213366,10.553300703300708,0.048911137026239115,0.06475734936831876,0.06163151031358573,0.06942426086956525,0.06698789768432627,0.05468665074816932,0.03498873809523801,0.027469103840682785,0.018707745422979805,0.013653906987724278,0.010902916077322019,0.010200933679163148,Wisconsin,16.794097488336785,19.532984016683617,48.94286840051889,-79.1439449185352,43.7844397,-88.7878678
WV,105932.95276735241,102891.73246193462,103329.6546706715,98392.58644005844,96010.11534552842,95029.84164625852,93818.41236665662,88433.67625311213,88496.26027263212,88742.71027359359,91196.1604308391,93635.16007008859,244500.0,195358.33333333334,189866.66666666666,168075.0,197383.3333333333,164553.33333333334,145977.5,147518.37962962964,145403.33333333334,151882.73915626854,156077.94117647057,165615.40106951873,1.3696594427244617,1.3289473684210555,1.4478844169246667,1.318498452012384,1.2558049535603726,1.4941950464396312,1.3591331269349871,1.1754385964912326,1.37667698658411,1.6758231464568383,1.748454404945904,1.6283889807569907,0.004925714285714286,0.006739021164021163,0.006416666666666665,0.01784153439153439,0.006551256613756613,0.007098478835978837,0.008443187830687832,0.0045779761904761905,0.0025890873015873015,0.002197297780959198,0.005620866141732284,0.008461815199236458,West Virginia,-11.609034182471966,-32.26363964436862,18.890063468468952,71.78859163183064,38.5976262,-80.4549026
WY,199333.11069248038,197224.54793360436,205000.47206257976,210557.3166638293,219904.9590800477,224617.72290764787,229528.9325870309,236976.37731481483,243227.08454106274,243749.27504335067,251509.88982259567,261648.4639674053,177682.5,182788.3333333333,172811.66666666666,167108.3333333333,180951.38888888888,187134.72222222225,200951.38888888888,203044.44444444447,202067.85714285713,203350.52083333334,205039.58333333334,217065.2272727273,3.0339869281045773,2.6612200435729823,2.6138344226579506,2.8295206971677556,3.166666666666666,3.392156862745098,3.381263616557734,3.43954248366013,3.3093681917211324,3.937908496732029,4.511437908496732,4.529538616793518,0.007951707317073172,0.010838008130081301,0.02926524390243902,0.03200091463414635,0.028281504065040652,0.023644308943089425,0.014001016260162601,0.008858841463414632,0.012963516260162601,0.012256402439024388,0.01833485772357724,0.02617427797135114,Wyoming,31.261917831133157,22.16466296496689,49.29328056213007,229.16551034457905,43.0759678,-107.2902839
