RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
102001,United States,0,183000,179300,175300,172100,171200,170900,170000,168400,165800,162000,160000,158700,157200,152800,149200,148300,150200,152600,154500,155600,156700,157300,158800,159600,160500,158000,155400,152800,152900,153200,154600,154000,153700,152400,153000,152300,149600,146700,144400,144600,145400,145600,145700,145500,145900,146400,146300,146200,146700,147800,149300,151000,153000,155300,155900,156300,156700,159000,160500,161500,162200,163300,165200,166500,169600,171800,173000,172700,171800,171800,171600,172200,172200,172500,172700,173700,175200,176800,177800,178300,178500,179300,180600,182800,184500,186100,186800,187400,188200,188200,188400,187900,187900,189400,191300,192600,192700,193000,193100,194400,195400,197300,197800,199400,201100,202300,203700,204200,205600,205300,205600,206200,207300,208300,210100,211300,213100,213600,217000,221100,224500,224300,221600,220000,219500,219600,219700,220500,222400,223300,226900,229700,232700,232300,232100,233000,233800,234500,235200,236900,
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362600,363000,362100,361600,361800,360600,356200,354600,352000,353500,349400,344100,340100,338700,341000,345800,349400,353400,354900,355300,352100,349700,351900,355500,354100,353100,348700,352700,349100,354700,354500,359300,362300,365100,366900,363000,361600,362000,365400,365300,363900,363000,363400,363400,364700,363900,361600,360100,360600,367700,370100,370700,366600,363700,365000,362700,362200,361500,362500,364200,366500,365000,364100,363100,363300,363700,362000,363700,365000,364600,366700,365900,366700,362600,363400,363600,367200,369000,369700,371200,368800,370200,369700,373900,375800,377900,376200,377100,377400,380600,381400,382800,382400,382900,382400,383600,384900,387300,388300,388500,390400,392000,393600,395200,396400,397800,401500,
753899,"Los Angeles-Long Beach-Anaheim, CA",2,471200,459500,443200,432100,417800,405600,391000,378600,366500,355000,341200,331200,325100,319400,316300,322700,332800,341600,347800,353100,360100,362300,364800,362500,360900,357600,360400,358300,360400,356200,361300,360000,361900,357100,352700,351400,350000,350600,345900,342400,340900,339300,338900,334200,334000,331600,332000,330500,331600,337000,340000,344500,348400,355900,364200,371300,379200,386600,391100,395100,401600,414600,426000,436500,442800,447300,450200,451500,453000,452900,451100,452600,451900,456000,459900,462700,465700,466900,470200,473400,474700,476200,476400,482100,486800,492000,490500,493900,495100,499700,499000,498900,501000,507800,515500,517100,517900,519100,523800,524900,526000,528700,531500,528600,526800,522300,525100,521200,526000,528400,536200,537900,539900,541700,548600,560100,578100,587600,595100,596900,602600,603100,604300,606400,609100,611100,613900,619900,626700,625400,625900,624400,631100,635500,633000,631200,633500,637900,642800,645200,654000
394463,"Chicago, IL",3,253900,248800,232400,220600,218600,220000,224400,223500,218100,212900,206600,205300,201900,195500,186600,180500,182000,186800,190200,192400,192600,192300,193000,195000,193200,188800,181300,178600,174200,175500,173900,178100,178100,179000,177100,175400,170800,164900,157900,155900,157800,161500,163100,161200,157500,156200,153600,153500,153200,154300,153500,155000,157000,159300,158600,156500,157300,156800,158600,155600,155300,154700,158400,162900,171300,176600,180500,181000,182000,182600,181900,182700,180800,179400,178700,182500,187000,191700,194600,194600,193000,190900,191500,191500,192600,193300,194000,193900,192900,188100,185900,183500,182700,181200,180000,181400,182400,183700,184200,184500,186000,188700,189000,190500,191100,194500,196600,200600,203000,203500,202100,199300,198100,198300,199600,200900,201600,203800,206300,211500,217600,219500,216900,215000,216000,217500,217500,218800,223500,219800,222300,227000,237900,238300,233400,227600,225400,225500,227100,229200,231300
394514,"Dallas-Fort Worth, TX",4,146000,143900,142200,141600,143500,145500,145800,144200,142800,141000,141300,141200,141600,139400,139900,141900,145400,147700,148500,148100,146900,145400,145800,146200,147100,147200,145600,145800,146000,149900,151600,150700,149400,149400,152300,151600,148000,142800,140900,141700,144300,146700,148600,148600,147500,148800,150600,152300,153000,153300,155100,156500,158500,159500,161900,162100,162100,161700,164000,164700,165000,166800,169800,172200,174700,176200,178100,177100,177700,177400,177600,178100,178900,179000,179300,180300,182000,183900,184400,185400,186500,189100,192800,194500,195400,194800,196700,198300,200300,200600,201500,201800,202500,203300,206100,208400,210000,209900,211500,213800,215000,216500,218500,221600,224400,225400,229500,232700,235200,233900,232700,232200,231800,233400,235600,238600,239500,241800,246000,250300,251700,249100,247100,246600,247500,246000,246100,245300,247000,247300,250900,252100,252300,250300,251200,252400,253300,255700,259000,262400,
394974,"Philadelphia, PA",5,212100,211900,207900,200100,196000,196100,198300,198300,199100,196400,195500,194400,198300,198800,194600,188900,185500,187500,189700,192000,194600,197200,199700,200800,201300,201800,196200,190800,186900,184200,186200,187100,192600,194200,197300,198400,196200,192300,183800,181000,179400,181800,182100,182400,182500,183900,184000,186100,185800,185600,183800,184000,183200,184400,181900,183300,184800,189400,191100,190600,189300,188800,187000,188000,189900,193000,192800,192000,192200,192300,192000,190300,191400,190500,190200,189600,189300,190800,190500,191400,190200,189400,189000,188400,189300,191900,192100,192100,189900,190200,191200,191200,190800,187300,188500,190600,192000,190300,189600,191600,193500,192500,191800,190400,191200,194300,194000,196700,195500,197400,198400,199300,199900,196900,195700,194200,194700,195600,196400,194300,195600,196400,199400,197800,196600,196700,197100,197700,199400,201400,203400,206200,207600,213800,214100,216400,213700,214000,212300,213700,
394692,"Houston, TX",6,145800,144300,141600,142400,143800,145300,147100,144800,141000,135500,134500,134700,137000,139000,141800,145000,147400,149900,150800,149900,147600,144900,144300,144100,144800,145300,143800,143200,142300,144600,145400,146000,147000,149500,149200,148200,145100,142900,141500,142400,143900,146700,147100,148700,148500,150300,148600,145700,144000,147100,150900,154400,155200,156000,154500,153800,155100,156100,156300,154200,154800,159100,163700,167500,169300,171000,172000,171500,172400,172500,172600,173500,175000,177500,178100,178600,177800,180100,180600,182000,180500,181400,183100,184300,185100,184900,186100,188100,189600,190900,188800,188200,186300,188100,189300,190000,188100,188900,191800,196100,199500,201200,203600,204400,207600,209900,211900,211500,211200,211100,211500,212400,212000,211900,212600,215600,217600,217400,217100,218000,218600,220300,220900,220700,219900,219300,221100,223700,226200,230100,230000,230800,228600,230300,230500,230100,228000,228500,231600,238300,
395209,"Washington, DC",7,353300,343500,327400,313800,309400,307900,301600,293300,287500,280100,278900,273900,276500,270700,269000,270200,277900,288600,292100,289700,285800,283400,282400,278800,276400,278700,278700,276800,280800,277000,285000,281300,291100,289500,286800,286400,281600,280800,276700,277800,286300,293100,302100,293600,290500,281800,284800,279800,291100,297400,308400,311000,318400,320800,318700,315900,318000,317600,319100,314700,323400,327600,338100,340700,345700,346700,344600,340800,340600,339800,341600,339100,341200,339000,345900,347200,352000,348000,346500,345400,346700,350000,348400,349200,354700,356000,354200,346300,343800,342400,345600,347900,348700,342900,342400,345800,348300,349600,346900,347700,347900,349600,350400,353200,351900,352800,355000,356300,358600,358300,360100,358600,359300,359000,362500,362600,365500,368000,370300,371700,377900,381000,382400,376100,372700,373500,374500,376200,377800,379000,380900,383700,393400,394300,392800,385100,384000,384100,387000,387700,
394856,"Miami-Fort Lauderdale, FL",8,253400,244700,236200,229600,225300,222800,214300,206300,194200,186900,174800,166100,157800,150300,143000,138300,139800,142300,144400,143800,144000,144400,144000,143300,142300,140700,140100,137700,134100,129700,125500,126600,127300,126600,120200,115700,112800,114400,117700,120800,124900,123700,123000,121500,121100,123800,126500,130000,130100,132100,131800,135400,135400,137400,138800,140800,142500,147300,151700,155300,153100,154200,158200,162300,165200,168700,171300,172400,172600,174600,176700,175900,176600,177100,179300,181200,185500,186000,187100,185800,190200,192400,194200,193900,195400,197300,202500,206100,208500,207800,207500,207500,205100,205600,207000,213500,215300,217700,217700,219200,220600,222900,225900,228500,227400,227400,227400,232600,234300,237300,236000,237600,237600,241400,243700,245400,245100,246900,250900,254000,256800,256100,254400,253600,252100,252600,251500,256100,259200,261700,259200,262700,266100,268800,266300,266200,266300,269100,268200,273400,
394347,"Atlanta, GA",9,161200,153400,148600,145400,144900,146300,144700,143100,136000,129800,125400,122700,120200,115400,112600,113000,118200,123500,128100,130400,132900,133100,131800,126700,121500,118600,119300,119300,118000,115300,116300,117100,119000,117600,117500,111200,106300,100300,98000,97000,97300,98200,96200,92100,91300,91800,93400,92300,93100,94000,95800,97000,98900,101300,103700,104700,106700,110700,113800,117900,121300,126200,129100,133500,137700,141000,139800,138700,138100,139000,139300,140700,140900,142000,144400,150300,154200,156700,154800,156200,154700,158900,158500,162600,162500,171200,172900,174900,170600,170900,171500,170600,172500,173100,175100,174400,174900,174800,174700,172900,173700,173900,176200,176800,179600,178900,181500,181500,185100,185300,187100,188100,188600,187300,188100,190400,192900,194300,196700,201000,203000,204100,203600,204900,204800,201700,203800,205500,210000,210700,215400,218400,219400,217200,218500,220200,222400,222100,224600,225700,
394404,"Boston, MA",10,333400,328100,323900,320100,318900,318400,315900,314700,308100,302400,291300,291400,286300,289600,286100,290300,294600,300900,306600,306600,303000,305400,306300,310700,308700,308700,306300,308500,314500,321000,320300,318900,317800,315000,302600,292100,286100,288700,295400,304300,314800,317500,318800,311400,307400,299500,298800,297200,304000,307400,312000,317900,324100,326400,323600,322800,323900,322200,316800,318000,321900,331300,333000,335700,338200,343000,345300,347400,346900,348500,348700,351500,351900,349000,348100,348700,352800,354000,353100,352900,353200,354800,356600,362100,362500,361800,358300,359400,364500,368400,370000,368900,367000,367200,367400,366800,367400,369600,372500,376200,377700,378800,380300,380800,381700,382800,385400,389900,394200,395400,395800,395100,397500,398000,401000,404200,409600,411400,409000,411600,414600,421400,422500,425400,425500,425900,423300,425300,427800,426400,426500,432200,440300,441400,439000,440300,445700,447700,447800,449800,
395057,"San Francisco, CA",11,566900,522500,483700,458300,444800,425400,403700,372800,343900,324400,313000,304200,287100,275000,274900,296200,320500,340100,355300,364400,373300,383800,387200,382900,373200,363300,371000,376700,390000,392500,397700,392800,381900,375700,371600,366900,352600,343100,340500,341700,344500,349000,353000,351000,348800,344200,345400,342200,341100,347800,364500,384600,401000,410100,418300,426600,434100,447100,450600,454300,456000,481400,510400,535200,547200,550000,551900,549700,550700,551700,559200,564800,568300,566700,568700,569200,574100,582100,593800,597500,591800,585100,579800,589900,599600,612000,612400,611600,612700,621100,625800,625900,627000,641600,650700,647500,630400,625900,630800,643900,650200,650700,646000,643400,650400,662400,674500,675100,676100,683100,690300,696100,691600,698200,706400,719900,731100,737800,740600,749600,757000,765300,773100,777300,777000,764200,762900,775300,785900,786500,784900,790100,789900,785700,782400,780200,770400,759900,767000,783600,799800
395025,"Riverside, CA",12,302200,284300,268600,257700,246000,235900,225000,218200,208600,198300,188900,180300,172100,161600,155500,153800,154300,156600,158400,162600,166600,170000,174800,176100,176600,172900,173500,174300,174200,173700,174000,174700,173400,172200,174600,175000,174200,169900,168100,166600,166100,166900,168700,170000,170700,168600,170300,170200,172800,173200,174800,175700,177200,178700,182600,186800,193900,199800,206000,208100,212100,213600,219600,223600,229600,232800,236900,241900,245400,248200,252600,255300,256600,253800,256600,258000,259600,260100,261300,264900,266000,267900,269200,271600,273800,274500,274200,275300,277200,280600,282000,282900,284100,285900,291200,291900,293200,291000,292800,293300,294800,296700,301600,302400,302800,300100,301500,302500,304700,306500,308100,310800,311800,313900,316400,324200,328000,330900,337100,344800,347000,344400,343900,346700,347300,347800,350200,352100,352800,353700,359300,361300,361300,357100,358100,358600,359300,362000,368900,374300,376000
394976,"Phoenix, AZ",13,222200,212500,203700,198600,192600,186900,178800,171500,163000,152300,142300,132000,124700,117300,113100,114500,118700,123400,125200,125700,128700,128100,129200,128400,128700,127300,125000,124400,123800,121700,120500,118300,118100,113500,113000,110600,111100,108200,105600,105400,105200,106900,108700,110300,114300,116000,114000,110200,108900,113700,119200,121800,123400,125300,127200,131100,134900,137700,139600,139800,142400,144400,147200,149700,152100,153400,153500,154900,153600,155600,155800,157200,156700,156200,156500,156100,157100,157000,159200,159200,160800,162100,162600,166000,168400,172100,174000,176000,176600,176400,177400,179300,181700,183800,184600,185000,185900,188800,191500,192800,192700,194900,197300,199800,202400,201600,203700,203500,206200,205600,206400,207000,208600,210700,213000,215600,218900,220000,224400,227000,229700,229100,227500,229600,233000,236400,237300,238400,239800,239200,240800,242400,245300,244000,244100,246200,249800,251000,252000,254800,260600
395078,"Seattle, WA",14,349600,342900,330900,321900,314300,314800,314600,316500,310500,310900,310700,317100,312800,306300,294200,289600,284900,286200,289800,294500,294600,297400,303300,312600,311800,304300,294600,286300,291000,293200,295800,288400,285000,290000,289700,293500,285700,283600,271600,259900,249200,244500,246200,243700,242200,242900,243600,245700,243900,251400,255500,262900,263700,267100,271600,276800,280200,280100,277300,279600,282700,289600,293100,294700,299400,303400,308500,307300,304400,301400,300400,304300,305400,307100,304400,305900,309500,313100,316100,316500,317300,316900,320300,323700,329100,331000,332600,333900,332100,334400,335500,342200,341400,345300,347700,353400,354900,355900,357300,358500,360300,363700,366200,370200,374500,378300,380600,382300,385500,390300,394400,400100,403200,407600,412200,416200,421200,425000,430700,439100,450300,460500,456200,448000,439000,437800,436900,435700,436600,441500,449700,461200,467000,469900,467500,460600,454400,453100,456300,463000,469200
394865,"Minneapolis-St Paul, MN",15,218600,215300,209000,203600,200900,201200,202800,201900,198500,193500,189400,185500,181600,176000,173400,171900,174800,176600,180100,180100,179700,177700,176000,175500,174500,175000,172400,171300,173100,175200,176100,174500,173700,173300,169100,166500,160400,155400,150200,151200,154100,156100,155700,155100,153400,151700,151000,149100,147900,148700,151800,156700,161300,165400,169100,169900,170700,169200,168300,167200,167500,168700,171800,176800,183300,188900,191900,192400,191200,190200,188200,187600,185900,186700,188200,193000,196400,202300,201000,201500,199100,201500,201000,203400,205600,210600,211200,211400,210700,211900,213700,213800,214200,215100,216300,217700,217200,218200,219100,219700,220600,221900,223700,225100,224700,224100,225000,227000,229900,230000,230100,232300,234300,236800,237700,238600,240200,240600,244600,248100,252200,252000,251000,248900,248200,247200,248600,251000,254400,253100,254000,257000,264500,267000,266300,265100,265000,267000,270000,273200,
395056,"San Diego, CA",16,401700,394900,380200,369400,354300,342500,332200,321700,310600,302800,292900,289400,284300,285200,283800,290800,297900,308400,314300,318800,321800,324900,322400,325900,327800,334300,332200,329400,328900,327900,330300,331900,334900,335700,325200,320200,316900,321100,320800,317700,317500,315500,313200,313200,312700,314300,311500,312500,315000,320700,325400,326800,331300,336100,343900,350500,356200,364000,362400,364300,367400,380300,392700,400000,405700,407900,412800,413800,415900,417600,414900,415400,416200,423700,427700,430100,432400,435600,437600,442100,440100,438400,437600,442700,448400,448900,449800,454200,458500,461000,457600,458000,462200,467100,470400,469500,472000,475600,479500,479800,479300,481600,485700,495200,496900,499200,496600,502600,507600,511200,513700,518500,522000,525000,527800,533200,540800,544900,542500,544400,546100,555500,555700,558500,557300,559400,561800,564000,560800,558600,553400,556400,554800,560100,559200,563100,562700,566100,563900,575600,
395121,"St. Louis, MO",17,144000,141400,137300,134400,135400,137000,137200,136500,134200,132700,129500,133200,135400,137100,131900,130000,129900,132200,132900,135800,135900,135800,136900,137000,138400,135400,135100,133600,133700,132600,132400,130800,130400,129100,131800,131200,128800,124300,122700,122200,123800,125800,126700,126600,127500,126600,125300,122900,124300,124300,125500,124600,125900,127200,130000,130100,128800,128200,127400,127400,126800,128700,130300,132400,134300,136700,137800,136300,134700,133900,135000,135300,135000,134100,135300,137600,139800,141000,141300,141200,141600,142300,143200,145300,147700,148000,147600,146900,148900,148900,148100,147100,146800,148000,150100,149600,147900,146200,147300,148900,148100,147700,147300,148100,149100,149600,151300,152800,155000,153700,152400,149900,150600,150900,152000,154100,156200,157100,155400,156500,158000,160600,159500,157000,155700,155600,154300,155200,156200,160500,164500,164300,167500,165400,167900,167100,166800,168100,169000,173200,174100
395148,"Tampa, FL",18,176900,169600,164000,159300,155900,152700,150300,146200,141800,136200,131800,129000,125500,123800,121700,121100,121500,120700,122300,122200,124700,123500,124100,122700,120300,118400,116200,116800,111800,110400,108600,110500,109300,107900,103700,98500,94900,93600,94100,95600,96000,98000,98700,99500,97800,97600,99600,101000,101200,101800,104100,105800,107100,107700,109600,110100,114200,115300,117400,116400,118400,120400,122200,122500,124300,127000,128500,127900,127000,128400,128000,127300,125600,125600,127900,129800,133200,134100,135000,136200,136000,136600,135700,136700,139400,142400,144500,144400,144800,144800,146600,148100,149400,151000,154000,157700,158700,159200,159900,164000,164100,166700,166600,169000,169900,170600,174200,176300,178200,176700,176000,177000,178800,179800,181500,183200,187200,189300,192700,194600,195900,195200,193800,195000,195300,196300,196400,197200,200400,201600,210200,215900,221100,217600,212200,209000,207900,210000,213500,216500,
394358,"Baltimore, MD",19,241100,238800,231000,225300,220200,222400,226700,228800,228100,223400,224800,225400,225300,223000,215800,214600,209000,215400,216800,222700,219500,224400,223900,228000,222000,216000,207400,205600,202400,205400,199800,202200,199400,199200,207200,218900,218700,210100,194900,199400,198300,206100,200400,202100,203400,209900,216000,214800,213100,209700,208100,212000,211400,211400,210700,216800,221600,221700,223400,220200,215500,211800,211900,218300,224300,228800,228500,222500,219500,221400,225100,227400,228700,228400,229000,228900,228500,228600,228800,229800,230200,230500,229100,226800,225100,223400,220800,223500,230900,232200,230900,225000,225000,226400,226900,234200,234900,238200,234400,234900,235700,237600,236700,237800,235900,234500,233100,234700,234400,232800,232900,233900,234900,234500,236600,237600,240500,240000,240300,238900,240800,241200,241700,241800,242700,242300,242500,241500,242100,241000,240000,241200,240600,244100,247500,252200,253500,249800,248900,246200,
394530,"Denver, CO",20,202000,197700,193400,191100,193900,195700,195000,192800,189900,183700,174700,171400,171700,176800,180500,186800,192700,199400,202000,204200,202200,202600,200300,204200,202100,202800,199500,199600,203300,207300,212000,210700,207900,207500,202700,201300,196300,195800,193700,194900,195800,198600,199700,201900,202500,202700,203600,200600,200400,204100,212300,219900,224700,229100,232100,233900,234500,233100,231400,232300,234700,239000,239800,242400,245500,248600,250700,250900,250400,249700,248400,249100,250100,252000,253300,255700,259000,261600,263400,264200,268000,270700,275700,279500,284100,286300,288800,290900,291900,293400,295000,298700,302000,305700,309200,316700,319600,321100,319900,322400,328000,329900,332800,334600,337200,340400,341900,348300,349400,352800,349600,353700,354300,358300,361000,366100,368300,371500,374500,385100,388400,391700,388300,387700,386900,386700,389300,391400,391300,391100,391700,397600,398300,398100,396500,396100,400900,402700,410200,411800,
394982,"Pittsburgh, PA",21,95900,96400,95700,94400,97500,98500,96800,94000,92800,90700,87100,86500,88500,90600,93500,96600,101600,103000,104400,105200,106700,106400,104900,103500,105200,107500,109500,108000,104600,102500,103100,106100,107200,107000,105100,103300,103700,101500,104100,104300,108900,109300,109700,109900,109200,108600,108800,110700,111200,113300,113900,116600,116500,116200,117200,117000,117900,117000,118200,117600,117700,116800,118700,119900,120900,120400,120600,120100,119600,118100,117300,118200,119700,121300,121100,121800,121300,122500,123100,124700,124200,125400,125400,129100,130100,129400,125900,124900,126100,128000,128600,128100,127800,128300,129400,130600,129500,130300,129600,130500,129800,129200,129000,129500,130400,131400,133500,134700,136300,135000,135400,134800,135700,135200,134800,135800,138000,137200,136600,139100,145800,146200,142900,140700,142100,142700,141600,140200,141000,142800,145100,150800,153500,151500,147600,145700,148000,148500,146800,147300,
394998,"Portland, OR",22,279800,270800,268800,266400,268300,267400,262100,259200,255700,255300,255800,256600,253500,245200,237200,234800,233300,236000,235600,236600,233700,236800,238500,238600,235800,233700,231800,228700,229400,233900,236500,233900,231700,230700,229600,222800,214900,209000,207700,208000,209300,209700,211700,211900,216500,214900,214100,208400,207500,209100,213400,220500,224900,229500,231300,233600,235300,237700,243400,242300,245900,243800,249900,249400,254800,257100,261500,262000,263600,261200,259900,261100,263000,264700,264100,264800,268200,269900,272000,273300,275900,278100,279000,279400,279500,281100,283200,287400,289000,290500,291200,292100,293400,298600,304200,305600,307600,310900,317800,320500,320400,322100,324900,327900,329800,331500,339000,340600,343100,341700,345000,347700,350800,353900,356200,359500,361800,364200,372100,376400,379500,375600,375700,377800,377600,378900,377600,380300,380300,382900,384400,387200,388400,386400,387200,387200,388200,388500,389000,393100,398400
394458,"Charlotte, NC",23,154400,151500,148300,146000,145800,145400,147000,147700,146000,145200,141400,143000,141100,141700,139700,141300,143400,144400,145400,147300,148700,147200,146700,144400,143300,141100,141500,141900,142700,141900,143000,143100,144500,143800,145200,143900,140700,136500,134500,136900,137100,140400,138300,140300,136900,138900,137900,140100,140600,141400,144800,147300,148100,147500,146700,148600,147000,147400,148000,150700,151300,151700,154400,156100,157600,157500,158600,159900,160700,163100,163300,162700,162100,162000,162800,163000,165300,165900,168100,168200,168100,168400,169700,174700,175900,178400,177800,178400,177500,177500,178600,179600,181900,182500,183900,182900,182100,182200,182800,185300,185900,188000,188800,190800,190700,188600,186200,183600,185900,186500,187800,189800,194200,194500,193300,192400,195500,198900,203900,209400,213100,213700,214700,214800,213300,213700,213600,215500,216600,215600,217500,220600,223600,224600,224900,226400,227800,226700,230700,232800,
395045,"Sacramento, CA",24,286500,274400,259200,244200,233900,229900,225700,220700,211100,202600,196100,190600,189100,187400,189700,191500,197700,202400,205600,206800,208100,208800,210200,207500,207400,206600,206600,204100,202500,202300,203800,201500,201800,198600,196100,190600,186300,184300,180100,178500,175800,177900,179700,177500,178400,177400,180700,181300,182200,183400,182100,183600,186800,192700,200800,205800,212400,215500,222200,225600,233100,237700,245100,249300,255700,259400,265600,266200,268500,268000,270600,274100,276400,279600,282800,284700,286500,287200,289400,291700,289400,291700,291600,300400,301400,305000,303500,304700,305500,305400,306200,307100,309300,312400,317900,320600,323600,323500,325700,327100,327900,332200,333700,339200,340400,341300,342200,341400,343300,345000,348600,353100,356700,360600,364300,367700,371100,372900,376200,378300,380100,384000,384600,385600,382300,382600,384800,383700,386600,386700,391400,391900,393600,397900,399800,400600,398800,400400,401600,400200,404000
395055,"San Antonio, TX",25,140500,141100,139500,139200,139200,141000,141000,140600,138400,136200,136100,137500,141200,142400,142900,142500,144300,144700,144800,143000,141300,140000,140700,142700,143300,141700,139000,137900,139400,143000,146100,147300,149500,151000,150300,147200,145100,142900,142300,141300,143000,142900,144000,144500,144900,144900,143200,143500,145100,147500,149900,151300,152100,151300,149900,150900,152400,153200,150500,151200,151500,154900,155700,159100,161600,163000,161900,162000,162400,163000,163500,164000,164600,166200,167000,167200,166800,166800,169400,169400,171000,171600,173900,175000,176600,176800,177400,177600,178400,178900,179000,180000,179200,179400,180900,182300,184400,184100,185400,184400,186400,187800,189800,189300,189600,189800,189300,189900,189000,190400,189800,191800,191600,192700,192600,193600,194600,197600,198700,199100,199300,200800,202800,202800,203000,203100,204100,207100,209400,209300,205900,205100,206600,209400,210400,211100,213500,216200,218700,220500,
394943,"Orlando, FL",26,219300,213500,203900,199500,195900,193600,188800,181600,175200,166900,161000,154400,145100,136600,126100,121400,118800,120200,120200,120000,120500,121600,115800,111500,106600,108500,108100,107600,105100,100800,98600,98600,101300,100800,98900,93900,94500,95600,100000,99800,101900,102400,105200,105600,109200,111200,111700,110200,108900,109900,110500,112400,114100,116000,118100,119900,122300,124700,126800,128900,130200,132100,132200,134400,137600,142500,145500,145900,148300,149000,148900,148800,147100,150200,150500,153600,152700,153500,154300,156500,157200,158000,156100,157500,159100,162600,164400,164100,166400,167400,171000,172500,174900,176100,178200,178600,178600,179000,180900,184300,186800,189400,189700,191200,191800,193900,194700,195400,198200,200700,202000,202800,204500,207600,210500,212300,213500,215400,219100,226700,229200,232300,231400,233600,234700,235900,238400,242300,248300,253100,252500,251400,245300,242500,239600,,,,,,
394466,"Cincinnati, OH",27,132700,129600,125400,124300,123000,122700,121300,121100,119200,113200,108500,107300,110000,113500,113900,114900,114200,115700,117700,121600,124000,123500,120600,120800,121600,122300,120600,118900,117100,116100,117900,119200,118100,118000,118900,121000,116600,112900,110200,111600,114000,115500,114900,113300,112900,115000,116500,113900,111300,110700,113100,116100,117600,119000,119300,120200,119600,119700,120300,120700,121600,120800,123700,124000,126200,125600,126200,124200,124400,124300,123700,123900,122900,124700,125600,129200,131600,133000,132000,131800,131100,131500,127800,128400,129300,132600,134400,134900,136500,136100,136800,136700,134300,139100,139700,144400,142100,144500,143300,143100,142500,142400,142900,145700,147800,148000,148700,149200,148700,147900,145700,147000,147100,149400,150400,150200,152600,154000,156400,159600,160800,161500,158000,156500,154200,155700,156200,159500,160200,161000,161600,167100,169100,169000,164500,164200,164800,165200,167100,169500,
394475,"Cleveland, OH",28,118300,115400,112700,109900,109100,108700,106900,103600,94700,90000,85100,85100,83800,89700,96700,103200,105500,107300,109900,113400,115800,115300,116200,117900,120400,119200,117000,114200,111100,109600,107800,109500,112100,116300,111600,105700,98700,98100,97800,102200,104800,106500,103600,103300,100900,104800,102500,102000,97700,100600,103400,103100,105300,107400,110500,109400,107800,108900,107900,106900,105400,103700,104300,105600,109400,111300,112000,110900,111000,108500,108100,103400,105200,106100,110300,110600,112500,114600,114000,113300,112500,114400,114600,110100,109300,107400,112800,113800,116400,116000,116700,115000,113600,113700,112800,115000,112800,116800,117600,121300,119900,120500,119400,120100,120900,122300,124400,125200,125800,126000,126600,125700,124200,122900,123300,126800,130100,131400,132600,133800,135600,134200,132700,130700,128600,128000,128700,129300,129800,131100,134100,136500,139700,140500,141700,141300,142800,140700,140800,137900,140500
394735,"Kansas City, MO",29,149200,145300,137600,136400,135700,134600,133800,132500,129500,126300,124600,132300,135200,137900,131500,131700,133800,137000,137800,138700,139800,139700,137200,140500,142500,143700,138800,137700,136500,134500,133400,132200,133000,132100,131000,127200,125200,122500,122200,122500,125300,123800,124800,125300,128800,128500,127200,133900,132600,135300,129400,132400,133200,134600,137000,138100,137400,138800,131200,135400,131400,137200,136300,142500,148400,149400,148900,148900,149100,150600,151700,150300,146400,144900,146700,149900,151500,152400,153100,151900,152100,152500,155200,157800,158800,159300,159000,159900,159500,160000,159600,161000,160100,160900,159500,159000,159400,161600,165200,167100,168100,168900,169200,169800,170500,170700,171100,183200,184300,184600,173600,176100,177900,179100,180400,180000,182900,184200,192100,204500,207000,204500,192900,190000,189900,189100,191500,192500,197400,200400,204800,215700,217500,216700,208900,208800,208900,206500,205100,202400,
