"RegionID","RegionName","SizeRank","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11"
40,"New Jersey",11,375150,374253,372407.333333333,368997.333333333,365023.333333333,361828.333333333,359251.333333333,357106.666666667,354838.666666667,352194.333333333,349069,346173.666666667,343595,341070,338225.333333333,334996.333333333,332010,329524,327709,326542.666666667,325729,325327.666666667,325049.333333333,325081.333333333,324688.666666667,324143.333333333,323080.333333333,322330,321547.666666667,320933.666666667,320146.666666667,319094.333333333,317538.666666667,315632.333333333,313730.666666667,311921.666666667,310099.333333333,308018,305631.666666667,303204.666666667,300740.666666667,298526.333333333,296381.666666667,294841.333333333,293527,292279.333333333,290646.333333333,288873.333333333,287326,286133.333333333,285382.333333333,284400.333333333,283543.333333333,282520.333333333,281784.666666667,281115.666666667,280906.666666667,281082.333333333,281555.666666667,282043,282766.666666667,283199.333333333,283681.666666667,283918.333333333,284682,286028.666666667,287749.333333333,289601.666666667,291086.666666667,292442,293804,294831,295820.333333333,296266.333333333,297362.666666667,298411,299551,300267,300677.666666667,300828.666666667,300585.333333333,300244.666666667,299834,299647,299857.666666667,300569,300873.333333333,301339.333333333,301643.333333333,302158,302284.333333333,302328,302489,302667.333333333,303048.666666667,303258.666666667,303178.333333333,303219,303326.333333333,303845.666666667,304265,304825,305286.333333333,305568.333333333,305808,306210.333333333,306659,307147.333333333,307871.333333333,308574.333333333,309899,311020.666666667,312723.333333333,313517.666666667,314470.666666667,315290.333333333,316414.333333333,317401.666666667,318495.666666667,319675.333333333,321011,322540.333333333,324072.666666667,326044,327345,328417.666666667,328745.666666667,328956.666666667,329411.333333333,330012.333333333,330748.333333333,331342.333333333,331609.333333333,332004.333333333,332700.666666667,333768,334967.333333333,335621,336077,335872.333333333,335585.333333333,335432.666666667,335606.666666667
56,"Virginia",12,273283,272176,270621.666666667,267776,264926.333333333,262847.666666667,260854.333333333,258762,256606,254845,253179.666666667,251389.666666667,249170,247085.333333333,245102.333333333,243495,242235,241225.666666667,240589.333333333,239993.666666667,239383.333333333,238721.333333333,238385,238311,238495.333333333,238568.333333333,238701.333333333,239007.333333333,239304.333333333,239248.666666667,238589,237796,237001.333333333,236215.333333333,235158,234241,233263.333333333,232262.666666667,231179,230393.666666667,229769.333333333,229358.333333333,229010.333333333,228873.333333333,228484,227908.333333333,227292.666666667,226965.333333333,226706.333333333,226786,226991.666666667,227317.333333333,227713,228046.666666667,228539.666666667,228878,229370.666666667,230089,231117,231897,232723.333333333,233392.333333333,234304.333333333,235024,235664,236253.333333333,237073,238032.666666667,239153,239909.666666667,240702.666666667,241332.666666667,242241.333333333,242803.666666667,243301,243513,243684.333333333,243913.666666667,244262.333333333,244504.333333333,244709.333333333,244985.333333333,245374.333333333,245719.333333333,245790,246142.333333333,246526.666666667,246870.666666667,247201.666666667,247409.333333333,247687.333333333,247948,248354.666666667,248775.666666667,249158.666666667,249549.666666667,250047.333333333,250071.666666667,250156.333333333,250479,251213,251876.333333333,252436,253008.666666667,253698.666666667,254385.666666667,255328,256390,257495,258550.666666667,259393.333333333,260242,260776,261387,261833.333333333,262510.666666667,263194,264057,264989.333333333,265743.333333333,266682.333333333,267297.333333333,268268,268942.666666667,269837,270498,271183,271786.666666667,272404.333333333,273107.666666667,273834.333333333,274823,275765.333333333,277041.666666667,278221,279284.666666667,279872.666666667,280364.666666667,280976.333333333,282013.333333333,283245.333333333,284546,285229
59,"Washington",13,313777,313228.5,312455.333333333,310063.666666667,307194.333333333,304160.666666667,301648.666666667,299008.333333333,296418.666666667,293884.333333333,291065.333333333,287809,284946.666666667,281833.666666667,278676.333333333,274399.666666667,270996,268243.333333333,266771.333333333,265562,264717,264326.333333333,264088.666666667,263597.666666667,261951.666666667,260342.666666667,258971.666666667,259141,259484.333333333,258885.666666667,257034.666666667,254581.333333333,252561.333333333,250197,247780.666666667,245169.666666667,242931.333333333,241170.333333333,239097,236971.333333333,233839.666666667,231585,229534.333333333,228335,226845,225364,223772.333333333,222324.333333333,221238.333333333,219876.666666667,219425.666666667,219434,220581,222032,223712,225407,226965,228621.666666667,230396.333333333,232071.333333333,233307.666666667,234760.333333333,236706.333333333,239188.666666667,241913.666666667,244287,246817.333333333,249197.666666667,251576,253361.333333333,254532.666666667,255556,256829.333333333,258467,259386.666666667,260354,261071.666666667,262909,264366.666666667,265611.333333333,266339,267585,268901.666666667,270603.333333333,272528,274137.666666667,276095.666666667,277961.666666667,280527,282640.666666667,284621,287098.333333333,289508,292027,294409.333333333,297031,299512.333333333,302577.333333333,305496.333333333,308506.666666667,310905.333333333,313438.333333333,316144.666666667,318487.666666667,320852.333333333,322993,325849,329090,332455.333333333,335992.666666667,339418.333333333,343179.333333333,346573.666666667,349788.333333333,352910,355796.666666667,358397.666666667,361200,364062.666666667,367968.666666667,372038.666666667,376806.333333333,381097.666666667,384943.666666667,387660.333333333,389280.333333333,390038,390721.333333333,392028.666666667,393436.333333333,394816.666666667,395876,397540.666666667,398614.333333333,399621,399960,400845.333333333,401506.666666667,402482.333333333,403666.333333333,405208.666666667,406757.666666667,409227.666666667
26,"Massachusetts",14,350734,349103,347845,344955.333333333,342359,340137.666666667,338313.333333333,336806.666666667,334983,333131.666666667,330842,328345.666666667,325770.333333333,323148.333333333,320568.333333333,318137.666666667,316460.333333333,315335.666666667,314939.333333333,315002.666666667,315652.666666667,316430.333333333,317246.333333333,318102.333333333,319089.666666667,320273.666666667,321028.666666667,321625,321537.666666667,321499,320856.666666667,320284.666666667,318920,317815,316628.666666667,316094,315120.333333333,313572,311515.666666667,309752.666666667,308135,307071,306162.333333333,305593.666666667,304603.666666667,303304.666666667,301844,300724.666666667,299612,298528.666666667,298254.333333333,298492.333333333,299198.333333333,299462,299954.666666667,300492,301109,302297.666666667,304048.666666667,306250.333333333,307612.666666667,309922.333333333,312170.666666667,314679,316489.666666667,318046,320016.666666667,322158.666666667,324838.333333333,327290,329088.333333333,330091,331002.333333333,331771.666666667,333365,334997,336437.666666667,337234.666666667,337852.666666667,338608.333333333,338980,339200.666666667,339619.333333333,341082,343225.333333333,345159,346603.666666667,347015.666666667,347742.333333333,348248.333333333,349667.333333333,351058.666666667,352522,354032.666666667,354971.666666667,355664.333333333,356788.666666667,358820.666666667,360825.333333333,362957,364838.333333333,366630,367424,368104,369682,371442,373883.333333333,375585.333333333,377335.333333333,378477.333333333,379869.333333333,382047.666666667,384474.333333333,387216.666666667,389711.333333333,391247.666666667,392992.333333333,394233.333333333,396524.333333333,398362.666666667,400686.666666667,403306.666666667,405971.333333333,407920.666666667,409414.333333333,410989,412584,413668.333333333,414223,414813.333333333,415293,416289.666666667,417141.666666667,417572,417655,417984,418727,419602,419718.333333333,419992.666666667,420754.333333333,421806,422856
22,"Indiana",15,122468,122374,122220.666666667,121785.666666667,121422.333333333,121100,120895.666666667,120583,120294.666666667,120144.333333333,120003,119673.333333333,119445.666666667,119109.333333333,118876.666666667,118407.666666667,118045.666666667,117693.333333333,117323.333333333,116976.333333333,116751.666666667,116630.666666667,116682,116774.333333333,116859.333333333,116961,116950.333333333,116950.333333333,116818.333333333,116709.333333333,116512.666666667,116203.333333333,115754.666666667,115324.333333333,114875,114542.333333333,114248.666666667,113908.666666667,113581.666666667,113126.666666667,112704.666666667,112325.666666667,112197.333333333,112289,112449,112535,112501,112369,112186.666666667,112089,112088.666666667,112164.666666667,112254,112233.333333333,112212.333333333,112166,112223,112386.333333333,112400,112487.333333333,112532.666666667,112767.666666667,112939.333333333,113209.666666667,113452.666666667,113744.333333333,114002,114282.666666667,114531,114719,115031.333333333,115408.666666667,115809.666666667,116171.333333333,116547,116939.333333333,117263.666666667,117563.333333333,117923.333333333,118287.666666667,118634.666666667,118957.666666667,119344.666666667,119734.666666667,120008.333333333,120232,120397.333333333,120735.333333333,121033.333333333,121384,121530,121712,121940,122182,122540,122912,123391.333333333,123805.666666667,124106,124451.666666667,124870.666666667,125485.666666667,126189.333333333,126865.333333333,127509.333333333,128087,128586,128996.333333333,129363,129902.333333333,130613.666666667,131506.333333333,132362.333333333,133157,133783,134486.333333333,135128,135956.333333333,136749.666666667,137587.666666667,138210.333333333,138899,139753,140783.333333333,141719.666666667,142643.666666667,143646.333333333,144608.666666667,145402,145934,146643.333333333,147500.666666667,148563.666666667,149321.333333333,150033,150609.666666667,151372.666666667,151995.333333333,152630.666666667,153303.333333333,154144,154967.666666667,155640.333333333
8,"Arizona",16,,233205,231128.5,228518.333333333,224671.666666667,220410,216466.666666667,211669.666666667,207439,203695.333333333,200030,196119,192727.666666667,189861.666666667,187626,185269.333333333,182341.333333333,179501,177227,175026,173079.333333333,170857,170646,170742.666666667,170618.666666667,169244.333333333,167918.333333333,167655,166864.666666667,165935.666666667,163347.666666667,161535.333333333,159061.666666667,157537.333333333,155580.333333333,153830.333333333,151654.333333333,149725,148359.666666667,146688.333333333,145114.666666667,143327,142357.666666667,141837,141571.333333333,141705.333333333,141736.666666667,142731.333333333,143212.666666667,144221.666666667,144785.333333333,146182,147684.666666667,149487,151686,154469.666666667,157659.333333333,160462.333333333,163216,164773.666666667,166693.666666667,167857.333333333,169689.666666667,171320.333333333,173392,176182,179367.333333333,181869.333333333,183890.333333333,185459.333333333,186132.333333333,187496,189006.333333333,191416.666666667,191901.333333333,191712,191652.333333333,192187.666666667,192407,192607.333333333,192394.666666667,192742,193549.333333333,194657.666666667,195131.666666667,195531.333333333,196919.333333333,198703,200426,201447.333333333,202787.333333333,203945.333333333,205336.333333333,206135.666666667,206728,207443.666666667,209099.333333333,210545.333333333,211554,212491.666666667,213614,214723.333333333,215286,216164.333333333,217307.666666667,218859.333333333,220347.666666667,221322.333333333,222278,223590.666666667,225145,226546.333333333,227807.666666667,229287.333333333,231003.333333333,232112.666666667,233536,234827,236250,237222.333333333,238605.666666667,240530.666666667,242428,244231.333333333,245836,247345.666666667,248686.333333333,250020.666666667,251658.666666667,252812,253650.333333333,254286,255330.666666667,256545,257693,258538.333333333,259562.666666667,260844.666666667,262388.333333333,264306.666666667,265981.666666667,267490.666666667,268765.333333333
53,"Tennessee",17,143450,143273,143142,142844,142621,142387,142052,141592.666666667,141065.333333333,140621.333333333,140097,139590.666666667,139111,138748.666666667,138267.333333333,137578.333333333,136773.333333333,136082,135510.333333333,135124.666666667,134791,134580,134336,134205.666666667,134138,134082.666666667,134059.333333333,134020,134038.666666667,133960.333333333,133794.333333333,133501,133092.333333333,132615.333333333,132095,131552,130866.666666667,130318.333333333,129738.666666667,129360.333333333,128924,128629,128343.666666667,128133,127875,127552.333333333,127216.666666667,126933.666666667,126804.333333333,126705.333333333,126708.333333333,126761.666666667,126894.333333333,126992.333333333,127167.333333333,127349.333333333,127573,127718.666666667,127796.666666667,127928.666666667,128135.666666667,128440.333333333,128763.666666667,129146.666666667,129470.666666667,129855.666666667,130208.333333333,130745.666666667,131329,132012,132682.666666667,133253.666666667,133778.333333333,134154,134440,134642.666666667,134946,135342.666666667,135757,136105.333333333,136391.666666667,136630.333333333,136848.666666667,137206,137674,138186.333333333,138671,139149,139793,140394.333333333,141005.333333333,141574.666666667,142236,142960.666666667,143785.666666667,144487.666666667,145207.666666667,145896.333333333,146659,147337.666666667,147908.333333333,148453.666666667,149171.666666667,149921.666666667,150819.666666667,151701.333333333,152734,153748.666666667,154589.666666667,155304.666666667,156192,157309.333333333,158465.666666667,159565.666666667,160650.666666667,161701.333333333,162640.333333333,163530.666666667,164519.666666667,165553,166529,167619.666666667,168654,169744,170716.666666667,171712.333333333,172720,173636,174565.333333333,175467.666666667,176324,177143,178023,178877,179758.333333333,180561,181383,182086,182675.333333333,183315.666666667,184082,184941.666666667,185922.333333333
32,"Missouri",18,140099,139975.5,139710.333333333,139074.333333333,138394,137809.333333333,137414.333333333,137102.666666667,136847,136655,136174,135605,134983.333333333,134517.666666667,134033.666666667,133403.333333333,132669.666666667,131935.333333333,131329,130984.666666667,130679.333333333,130562.333333333,130705,131000.333333333,131040.333333333,130723.333333333,130539.333333333,130509,130454.333333333,130086.333333333,129574.333333333,128981,128288,127548.333333333,126750,125990.333333333,125270.333333333,124587.666666667,123705,122730,121794.333333333,121135.666666667,120734.333333333,120363.666666667,120114.666666667,119731.666666667,119425.666666667,118995.666666667,118723,118496.333333333,118504,118654.333333333,118840.666666667,118912.666666667,118887.666666667,118946,119168.333333333,119236,119488.333333333,119715.666666667,120307.666666667,120624.666666667,120880.666666667,120938,121144,121494.666666667,121884,122214.333333333,122381,122695.666666667,122937.333333333,123252.333333333,123447.333333333,123682.333333333,123924.666666667,124278.333333333,124822.333333333,125406,125903.666666667,126282,126560.666666667,126839.666666667,127137,127398,127456,127556.666666667,127796,128368.333333333,128939.666666667,129544.666666667,130053.333333333,130561.333333333,131019,131463.666666667,131808.333333333,132296.333333333,132728,133301.666666667,133799.333333333,134356.333333333,134977.333333333,135637,136343.333333333,136968.333333333,137604,138307,139093.333333333,139739.666666667,140390.666666667,141109.333333333,141900,142668,143217.333333333,143776,144297,144940.666666667,145749.333333333,146553.333333333,147303.666666667,147975.666666667,148701.666666667,149446,150278,151147.333333333,151998.333333333,152722.666666667,153421.333333333,154144.333333333,154712.333333333,155256.666666667,155771.666666667,156505.333333333,157357.333333333,158277.666666667,158979.333333333,159504,159976.333333333,160445,160855,161119,161517,161959.333333333,162464
27,"Maryland",19,343569,341312.5,339499.666666667,335762,331522.666666667,327067.333333333,322660.666666667,318965,315357,311768.666666667,308524,305286.333333333,301907,297905,293568,289167.333333333,285479,283130,281306.333333333,280224.333333333,278626.333333333,277393.333333333,276076.333333333,275245,274765.666666667,273720.333333333,272744,271770,271736,271540.333333333,271069,269795.666666667,268144.666666667,266336.666666667,264041,261748.333333333,259660,258489,257758.333333333,256673.666666667,255250,254077,253026.333333333,252153.333333333,250889.666666667,250046.666666667,249162,248346,247261.333333333,246491.333333333,246238.333333333,246300.333333333,246527.666666667,246908.333333333,247682.333333333,248605.666666667,249361.666666667,249845.666666667,250346.333333333,251008.333333333,252055.333333333,253204.333333333,254659,256069.333333333,257822,259404.333333333,261164.333333333,262752,264450.333333333,265937.666666667,267496,268502.333333333,269424.333333333,270276,270860,271560.666666667,271551.333333333,271742,271728.666666667,272075.333333333,272270.666666667,272455.666666667,272625.333333333,272700.333333333,272633.333333333,272661,273181.666666667,273367,273683,273446.666666667,273568,273519.666666667,273846.333333333,274055.666666667,273895.333333333,274402.333333333,274951.333333333,275943.333333333,276454.666666667,277396.333333333,278509.666666667,279133,279794.666666667,280098.333333333,281345.333333333,282319.333333333,283539.333333333,284416,285593,286772.666666667,287781.333333333,288711.333333333,289288.666666667,289936.666666667,290050,290496,291236.333333333,292483.666666667,293931.333333333,295252.666666667,295961.666666667,296910,297765.666666667,299273.333333333,300342,301179,301828,302002,302255.666666667,302424.666666667,303099,303842,304944,305819.333333333,306307.666666667,306519.666666667,306805.333333333,307146.333333333,307214.333333333,307195,307323.666666667,307633,308041.333333333
60,"Wisconsin",20,178291,177394.5,176547.333333333,175016.333333333,173748.666666667,172972.333333333,172454.333333333,172084.333333333,171681,171057.666666667,170186,169314.333333333,167724.333333333,166732.666666667,165532.333333333,165061,164071.666666667,163346.666666667,162662.666666667,162461.666666667,162266.666666667,162174,161905.666666667,161715,161779.666666667,162016.333333333,162090.666666667,161923,161572.666666667,161000,160330.333333333,159272,157958,156820,155689.333333333,154783.666666667,153799,152706,151530,150160.666666667,148926.666666667,147991.666666667,147193.333333333,146841.666666667,146651,146488,146298.666666667,145845.666666667,145508.666666667,144868.666666667,144427.333333333,143981.333333333,144080,144198.333333333,144542,144606,144769,144678,144808.333333333,144682.333333333,144842,144443.333333333,144662,145028.333333333,146041.666666667,146821.666666667,147619.666666667,148389,149343,150173.333333333,150841.666666667,151200.333333333,151608.333333333,152129.333333333,152879.333333333,153231,153499,153748.666666667,154240.666666667,154466,154520,154578,154953,155456.333333333,155981.666666667,156559.666666667,156888,157420,157742.666666667,158037,158119.666666667,158213.333333333,158466.666666667,158892.333333333,159591,160355,161134.666666667,161843.666666667,162345.333333333,162910.666666667,163574.666666667,164518.333333333,165247.333333333,166119.333333333,167044,168125,169080,170073,171187,172295,173293.333333333,174284.666666667,175168.666666667,176081.333333333,176864.666666667,177687,178412.333333333,179134.666666667,180032.666666667,181304.333333333,182838.666666667,184260.666666667,185638.333333333,186773.333333333,187912,188637,189294.666666667,189814.666666667,190558,191359.666666667,192198,193076.666666667,193881.666666667,195062.666666667,196280.666666667,197489.333333333,198152.666666667,198579.666666667,199073,199753.333333333,200395.333333333,201283,202028.666666667
31,"Minnesota",21,214798,213232,211871,209518,207567.666666667,206101.333333333,204650.333333333,203134.333333333,201624.666666667,200134,198688.666666667,197272.333333333,195512,193549.333333333,190811,188550,186932.666666667,186178.666666667,185765.666666667,185657.333333333,185531,185275,184896.333333333,184852.333333333,184691.666666667,184597.666666667,184539.333333333,184567.666666667,184655.666666667,184306.666666667,183746,182550.333333333,181110.666666667,179608.333333333,178317.333333333,176579,174813.666666667,172682,171011.333333333,169201.666666667,167628.666666667,166271.333333333,165245.666666667,164703,164282,163868.666666667,163235.333333333,162468.666666667,161789,161333.333333333,161396.666666667,161777,162326.333333333,163192,164189.333333333,165397.333333333,166756.333333333,168385.333333333,169990,171390,172556.333333333,173308.666666667,174010.333333333,174724,176336,178089.333333333,180062.666666667,181843.333333333,183611.333333333,185286,186568,187589.333333333,188687.666666667,190010,191682.666666667,193090.666666667,194098.333333333,194598.666666667,194762.666666667,194674.333333333,194492,194318,194360,194795.666666667,195312.666666667,196553.333333333,197783.333333333,199164,199864,200320.333333333,200781.666666667,201324.666666667,202028.666666667,202686.666666667,203598.666666667,204653.666666667,206083,207624.666666667,209113.333333333,210226.666666667,210828.666666667,211446.666666667,212287.666666667,213460,214464,215545,216638.666666667,217881,219106.666666667,220563.666666667,222246.333333333,224112.666666667,225741,227001.333333333,227919.333333333,228573,229312.333333333,230031.666666667,231264,232835.333333333,234717.333333333,236721,238677,240346,241409,242005.333333333,242460,243273,244118.666666667,245136.666666667,246062.666666667,247211.666666667,248466,249687.666666667,250575.666666667,251364.333333333,252089,252853,253440,253926.666666667,254774.333333333,255790,256856.666666667
10,"Colorado",22,242471,241802.5,241187.666666667,240193.333333333,239389,238796,238136.666666667,237648.333333333,237234,236806.333333333,235957,234886.666666667,233715.333333333,232832.666666667,232179.333333333,231776,231602.333333333,231485,231279.333333333,231185.666666667,231088.333333333,231112,231213.333333333,231367.666666667,231712,231906,232092.666666667,231955.333333333,231621.666666667,231025,230297.666666667,229510,228592,227706.666666667,226746,225731.333333333,224784.333333333,223725.333333333,222818,221999.333333333,221129.666666667,220558,220043,220035,220067.333333333,220094.333333333,220092.666666667,220111,220344.333333333,220562.333333333,220936,221562.333333333,222836.666666667,224465,226328,227788.666666667,229210.666666667,230493.666666667,231818,233034.333333333,234517.333333333,236101.666666667,237987.666666667,239561.666666667,241270.333333333,242965,245059.666666667,247262.333333333,249161.666666667,250761.333333333,252096,253649.333333333,254990.333333333,256386.666666667,257533.666666667,258817,260373.666666667,262083.333333333,263941.333333333,265411.666666667,267012.666666667,268837,271038.333333333,273495.666666667,276227.666666667,279087,281910.333333333,284550.333333333,287454.333333333,290272.333333333,293142,295978.666666667,298926.666666667,301827.666666667,304573.333333333,307309.666666667,309706.666666667,312225,314795.333333333,317622,320058.333333333,322215.666666667,324453.666666667,326701.666666667,328800.666666667,330838.333333333,333266.666666667,335916.666666667,338785,341748,344762.333333333,347368.333333333,349542.333333333,351464,353046.666666667,354554.666666667,356321.333333333,358521.333333333,360794.666666667,363675.333333333,366280.333333333,368878,371088.666666667,373701.333333333,376228.666666667,378376.666666667,380169.666666667,381804.333333333,383579,385521,387726.666666667,389424,390674.333333333,392097.333333333,393164.666666667,394022.333333333,393943.333333333,394070.333333333,394272,394955.666666667,395949,396844,397820
4,"Alabama",23,129497,129445.5,129304,129067,128894.666666667,128890,128851.333333333,128591.333333333,128340.333333333,127927,127649.333333333,127141.333333333,126722.666666667,126154.666666667,125560,124832.666666667,124182.333333333,123551.666666667,123046,122509,122024.333333333,121650.666666667,121369.666666667,121150.666666667,120985.333333333,120835.666666667,120408.666666667,119918.666666667,119374,118919.666666667,118328.333333333,117724,117228,116863,116347.333333333,115727.333333333,115009.666666667,114441.666666667,114026.333333333,113695.666666667,113429.666666667,113155.333333333,112879,112615,112297.333333333,111982,111525,111216.666666667,111161.333333333,111180,111238.666666667,111085,111056.666666667,110974.666666667,110991,110988.333333333,111064.666666667,111159.666666667,111345,111470,111639.333333333,111775.666666667,112038.333333333,112252,112336.333333333,112402.333333333,112493,112750.333333333,112938,113120,113269,113457.333333333,113581.666666667,113670.666666667,113755.333333333,113981,114298,114636.333333333,114905,115170.666666667,115327.666666667,115523.666666667,115711.333333333,115884.333333333,116037.333333333,116197.333333333,116484,116765.333333333,116983.666666667,117141.666666667,117334.333333333,117535.666666667,117780.666666667,117937,118067.666666667,118263,118499,118825.333333333,119143,119584.333333333,119914.333333333,120222.333333333,120398.666666667,120664,120906,121278,121690.666666667,122144,122418.666666667,122654,122917.666666667,123307.333333333,123674.666666667,123911.666666667,124191.666666667,124584,125131.333333333,125609.333333333,125990.333333333,126535.666666667,127037.666666667,127592,128063.333333333,128632.333333333,129231.333333333,129837.333333333,130494,131099.666666667,131655.666666667,132136,132689,133145,133605.666666667,134071.666666667,134584.666666667,135091.333333333,135575,136123.333333333,136733,137310,137807.333333333,138326.333333333,138975
51,"South Carolina",24,165440,165184.5,164748.333333333,164211.666666667,163784,163511.333333333,162925.666666667,162216.333333333,161514.333333333,160929,160013,159090,157970.333333333,156993.666666667,156165.666666667,155305.333333333,154346.333333333,153255.666666667,152423.333333333,151827.666666667,151298.333333333,150803,150482.666666667,150317.666666667,150247,149990,149589.666666667,149309.333333333,149236,149053.333333333,148625.666666667,148088.333333333,147419.666666667,146715.333333333,146043.666666667,145209.333333333,144255.666666667,143095,142230,141355.333333333,140630,139969.666666667,139576.666666667,139185.666666667,138765.666666667,138306,137885.333333333,137776.333333333,137837,138099.333333333,138031.666666667,137972.333333333,137812.333333333,137695.666666667,137498.333333333,137295.666666667,137357,137506.333333333,137708.666666667,137796.666666667,137898.666666667,138019.333333333,138399,138718.333333333,139063,139440.333333333,139976.333333333,140675.666666667,141274,141816,142340.333333333,142796.666666667,143375,143866,144187.666666667,144261.666666667,144415.666666667,144709.666666667,145128.666666667,145505,145883.333333333,146212.666666667,146461.666666667,146713.666666667,147051.333333333,147547,148174.666666667,148813.333333333,149371,149904,150417.333333333,150851.333333333,151251.666666667,151759.666666667,152402.666666667,153065.666666667,153700.333333333,154176.666666667,154666.666666667,155137.666666667,155789.333333333,156414.333333333,156987,157674.666666667,158446.666666667,159315.666666667,160111.333333333,160827.333333333,161267,161818,162324.333333333,163184.333333333,163883.333333333,164654,165331.666666667,166022.333333333,166662.333333333,167289.333333333,168003.666666667,168726.666666667,169679,170652.333333333,171875.666666667,172862.666666667,173739.333333333,174450,175197.666666667,175963.666666667,176780.333333333,177494.666666667,178270.666666667,179042.333333333,179820,180573.666666667,181112,181671.666666667,182132,182689.333333333,183333,183941.666666667,184564,185157,185749.333333333
25,"Louisiana",25,152398,152136.5,151970,151610.666666667,151471,151313,151258.333333333,151198.333333333,151180.333333333,151118.333333333,150808.333333333,150744.666666667,150623,150699.333333333,150537,150576.333333333,150493,150384.333333333,150176,149802,149490,149210.666666667,149242.333333333,149249.666666667,149453.666666667,149597.666666667,149771.333333333,149695.333333333,149765.666666667,149766.333333333,149636.333333333,149343.333333333,149166.333333333,149051.666666667,148872,148471.666666667,147597.666666667,146694.666666667,145755,145204,144772,144566.333333333,144457,144409,144261,144252,144158,143998,143844.666666667,143697.666666667,143845,144110,144435.333333333,144634.666666667,144612.333333333,144689.666666667,144716.333333333,144794,144711,144667,144668,144873.333333333,145241.333333333,145534,145752,146073.333333333,146533.333333333,147025.333333333,147198.333333333,147351,147603.333333333,147992.666666667,148449,148843,149244.333333333,149576,149532,149362.666666667,149201.333333333,149356,149566,149809.333333333,150361.333333333,150731,151014,151185.333333333,151664.333333333,152122.666666667,152531.666666667,152866.666666667,153310.333333333,153580.333333333,153978.333333333,154368.666666667,154716,155104.333333333,155318,155598.333333333,155637.333333333,155880.666666667,156245.333333333,156741.333333333,157194.666666667,157602.333333333,158067,158411,158687.666666667,158846.666666667,159149.333333333,159347,159802.333333333,160261.333333333,160810,161071,161361.333333333,161634,162080,162451,162937,163541,164391.333333333,165130,165376.666666667,165266,164981.333333333,164969.333333333,164918.666666667,165108.333333333,165168.666666667,165310.666666667,165141.666666667,165061.333333333,165054.666666667,165331,165513.666666667,165559,165698,165870.333333333,166130,166230.333333333,166363,166378.666666667,166565.333333333
24,"Kentucky",26,116968,116882.5,116782.666666667,116395,116053,115771,115721,115756.333333333,115833.333333333,115916,115932.666666667,115904,115919.666666667,115892.333333333,115743.333333333,115447.333333333,115090.666666667,114805.333333333,114538,114339.666666667,114136.333333333,114080.333333333,114105.666666667,114239.666666667,114297.333333333,114268.666666667,114285.666666667,114325,114378.333333333,114243.666666667,114054.666666667,113861.666666667,113743.666666667,113666,113389,113020.666666667,112460.333333333,111891,111349,110908.333333333,110551.666666667,110218.666666667,109952,109765.333333333,109608.333333333,109482.666666667,109536.666666667,109583.666666667,109637.666666667,109644,109716.666666667,109843.333333333,109895.333333333,109828.333333333,109778,109700.666666667,109812.333333333,109931,110112.666666667,110187.666666667,110301,110417,110628.666666667,110752,110905.333333333,111098.333333333,111360,111726.333333333,111974,112252.333333333,112490,112746,112844,112997.666666667,113049,113270.333333333,113465.666666667,113814.666666667,114149.666666667,114326.666666667,114486.333333333,114619.666666667,114899.666666667,115247.666666667,115736.333333333,116081.333333333,116480.333333333,116836,117255,117593.666666667,117861.333333333,118224,118610.666666667,118940.333333333,119267.666666667,119579,119977,120459.333333333,120994.333333333,121618.333333333,122175,122809.333333333,123338.333333333,123860.333333333,124311.333333333,124827.666666667,125390.666666667,125967.333333333,126491.666666667,126998.333333333,127647.333333333,128416,129229,129973.666666667,130680,131313.333333333,131930,132435,133067.333333333,133698.333333333,134453.333333333,135170.333333333,135842.666666667,136450.666666667,136987,137563.333333333,138140,138626.666666667,139031.333333333,139384.333333333,139573.666666667,139923.666666667,140399,141122.666666667,141707.333333333,142377,143110.333333333,143889.333333333,144566.333333333,145190.666666667,145808,146398.333333333,146871
